,0,1,2,3,4,5
967,Mario Naito López,Cuban Film Press Association,Cuba,The Return,Andrey Zvyagintsev,2003
968,Mario Naito López,Cuban Film Press Association,Cuba,The Child,Jean-Pierre and Luc Dardenne,2005
969,Mario Naito López,Cuban Film Press Association,Cuba,Silent Light,Carlos Reygadas,2007
970,Verena Lueken,Frankfurter Allgemeine Zeitung,Germany,In the Mood for Love,Wong Kar-wai,2000
971,Verena Lueken,Frankfurter Allgemeine Zeitung,Germany,Tropical Malady,Apichatpong Weerasethakul,2004
972,Verena Lueken,Frankfurter Allgemeine Zeitung,Germany,Mulholland Drive,David Lynch,2001
973,Verena Lueken,Frankfurter Allgemeine Zeitung,Germany,The Assassin,Hou Hsiao-hsien,2015
974,Verena Lueken,Frankfurter Allgemeine Zeitung,Germany,Shame,Steve McQueen,2011
975,Verena Lueken,Frankfurter Allgemeine Zeitung,Germany,Spirited Away,Hayao Miyazaki,2001
976,Verena Lueken,Frankfurter Allgemeine Zeitung,Germany,The Hurt Locker,Kathryn Bigelow,2008
977,Verena Lueken,Frankfurter Allgemeine Zeitung,Germany,Toni Erdmann,Maren Ade,2016
978,Verena Lueken,Frankfurter Allgemeine Zeitung,Germany,Winter's Bone,Debra Granik,2010
979,Verena Lueken,Frankfurter Allgemeine Zeitung,Germany,A Prophet,Jacques Audiard,2009
980,Fiona Macdonald,BBC Culture,UK,Moon,Duncan Jones,2009
981,Fiona Macdonald,BBC Culture,UK,The Great Beauty,Paolo Sorrentino,2013
982,Fiona Macdonald,BBC Culture,UK,The Lives of Others,Florian Henckel von Donnersmarck,2006
983,Fiona Macdonald,BBC Culture,UK,In the Mood for Love,Wong Kar-wai,2000
984,Fiona Macdonald,BBC Culture,UK,The Taste of Others,Agnès Jaoui,2000
985,Fiona Macdonald,BBC Culture,UK,Wild Tales,Damián Szifrón,2014
986,Fiona Macdonald,BBC Culture,UK,Bridesmaids,Paul Feig,2011
987,Fiona Macdonald,BBC Culture,UK,Eternal Sunshine of the Spotless Mind,Michel Gondry,2004
988,Fiona Macdonald,BBC Culture,UK,"O Brother, Where Art Thou?",Joel and Ethan Coen,2000
989,Fiona Macdonald,BBC Culture,UK,Inglourious Basterds,Quentin Tarantino,2009
990,Laya Maheshwari,Freelance film critic,India,Once Upon a Time in Anatolia,Nuri Bilge Ceylan,2011
991,Laya Maheshwari,Freelance film critic,India,The Assassination of Jesse James by the Coward Robert Ford,Andrew Dominik,2007
992,Laya Maheshwari,Freelance film critic,India,The Social Network,David Fincher,2010
993,Laya Maheshwari,Freelance film critic,India,The Grand Budapest Hotel,Wes Anderson,2014
994,Laya Maheshwari,Freelance film critic,India,The Lord of the Rings: The Fellowship of the Ring,Peter Jackson,2001
995,Laya Maheshwari,Freelance film critic,India,The Tree of Life,Terrence Malick,2011
996,Laya Maheshwari,Freelance film critic,India,Holy Motors,Leos Carax,2012
997,Laya Maheshwari,Freelance film critic,India,Timbuktu,Abderrahmane Sissako,2014
998,Laya Maheshwari,Freelance film critic,India,No,Pablo Larraín,2012
999,Laya Maheshwari,Freelance film critic,India,Pan's Labyrinth,Guillermo Del Toro,2006
1000,Hans-Christian Mahnke,AfricAvenir.org,Namibia,Moolaadé,Ousmane Sembène,2004
1001,Hans-Christian Mahnke,AfricAvenir.org,Namibia,Days of Glory,Rachid Bouchareb,2006
1002,Hans-Christian Mahnke,AfricAvenir.org,Namibia,Timbuktu,Abderrahmane Sissako,2014
1003,Hans-Christian Mahnke,AfricAvenir.org,Namibia,Making Of,Nouri Bouzid,2006
1004,Hans-Christian Mahnke,AfricAvenir.org,Namibia,House of Flying Daggers,Zhang Yimou,2004
1005,Hans-Christian Mahnke,AfricAvenir.org,Namibia,City of God,Fernando Meirelles and Kátia Lund,2002
1006,Hans-Christian Mahnke,AfricAvenir.org,Namibia,Miners Shot Down,Rehad Desai,2014
1007,Hans-Christian Mahnke,AfricAvenir.org,Namibia,678,Mohamed Diab,2010
1008,Hans-Christian Mahnke,AfricAvenir.org,Namibia,Hijack Stories,Oliver Schmitz,2000
1009,Hans-Christian Mahnke,AfricAvenir.org,Namibia,Waltz with Bashir,Ari Folman,2008
1010,Ben Mankiewicz,Turner Classic Movies,US,No Country For Old Men,Joel and Ethan Coen,2007
1011,Ben Mankiewicz,Turner Classic Movies,US,Spotlight,Tom McCarthy,2015
1012,Ben Mankiewicz,Turner Classic Movies,US,United 93,Paul Greengrass,2006
1013,Ben Mankiewicz,Turner Classic Movies,US,The Gatekeepers,Dror Moreh,2012
1014,Ben Mankiewicz,Turner Classic Movies,US,Sexy Beast,Jonathan Glazer,2000
1015,Ben Mankiewicz,Turner Classic Movies,US,A Separation,Asghar Farhadi,2011
1016,Ben Mankiewicz,Turner Classic Movies,US,Memento,Christopher Nolan,2000
1017,Ben Mankiewicz,Turner Classic Movies,US,Letters From Iwo Jima,Clint Eastwood,2006
1018,Ben Mankiewicz,Turner Classic Movies,US,Anchorman: The Legend of Ron Burgundy,Adam McKay,2004
1019,Ben Mankiewicz,Turner Classic Movies,US,The Wrestler,Darren Aronofsky,2008
1020,Calum Marsh,Freelance film critic,Canada,Los Angeles Plays Itself,Thom Andersen,2003
1021,Calum Marsh,Freelance film critic,Canada,Mulholland Drive,David Lynch,2001
1022,Calum Marsh,Freelance film critic,Canada,Goodbye to Language,Jean-Luc Godard,2014
1023,Calum Marsh,Freelance film critic,Canada,Millennium Mambo,Hou Hsiao-hsien,2001
1024,Calum Marsh,Freelance film critic,Canada,Margaret,Kenneth Lonergan,2011
1025,Calum Marsh,Freelance film critic,Canada,Crank,Mark Neveldine and Brian Taylor,2006
1026,Calum Marsh,Freelance film critic,Canada,The Forest for the Trees,Maren Ade,2003
1027,Calum Marsh,Freelance film critic,Canada,Miami Vice,Michael Mann,2006
1028,Calum Marsh,Freelance film critic,Canada,Woman on the Beach,Hong Sang-soo,2006
1029,Calum Marsh,Freelance film critic,Canada,The Son,Jean-Pierre and Luc Dardenne,2002
1030,Lee Marshall,Screen International,Italy,Yi Yi: A One and a Two,Edward Yang,2000
1031,Lee Marshall,Screen International,Italy,The White Ribbon,Michael Haneke,2009
1032,Lee Marshall,Screen International,Italy,Fish Tank,Andrea Arnold,2009
1033,Lee Marshall,Screen International,Italy,Spirited Away,Hayao Miyazaki,2001
1034,Lee Marshall,Screen International,Italy,Timbuktu,Abderrahmane Sissako,2014
1035,Lee Marshall,Screen International,Italy,"4 Months, 3 Weeks &amp; 2 Days",Cristian Mungiu,2007
1036,Lee Marshall,Screen International,Italy,No Country For Old Men,Joel and Ethan Coen,2007
1037,Lee Marshall,Screen International,Italy,Silent Souls,Aleksey Fedorchenko,2010
1038,Lee Marshall,Screen International,Italy,A Separation,Asghar Farhadi,2011
1039,Lee Marshall,Screen International,Italy,Nostalgia for the Light,Patricio Guzmán,2010
1040,Adrian Martin,Lola Magazine,Australia,Holy Motors,Leos Carax,2012
1041,Adrian Martin,Lola Magazine,Australia,Lifeline,Víctor Erice,2002
1042,Adrian Martin,Lola Magazine,Australia,Certified Copy,Abbas Kiarostami,2010
1043,Adrian Martin,Lola Magazine,Australia,Kung Fu Hustle,Stephen Chow,2004
1044,Adrian Martin,Lola Magazine,Australia,Instructions for a Light and Sound Machine,Peter Tscherkassky,2005
1045,Adrian Martin,Lola Magazine,Australia,Un lac,Philippe Grandrieux,2008
1046,Adrian Martin,Lola Magazine,Australia,Detention,Joseph Kahn,2011
1047,Adrian Martin,Lola Magazine,Australia,A Vingança de Uma Mulher,Rita Azevedo Gomes,2012
1048,Adrian Martin,Lola Magazine,Australia,Mia Madre,Nanni Moretti,2015
1049,Adrian Martin,Lola Magazine,Australia,Femme Fatale,Brian De Palma,2002
1050,Antonio Martínez,El Mercurio,Chile,The Wolf of Wall Street,Martin Scorsese,2013
1051,Antonio Martínez,El Mercurio,Chile,No Country For Old Men,Joel and Ethan Coen,2007
1052,Antonio Martínez,El Mercurio,Chile,Spirited Away,Hayao Miyazaki,2001
1053,Antonio Martínez,El Mercurio,Chile,Million Dollar Baby,Clint Eastwood,2004
1054,Antonio Martínez,El Mercurio,Chile,The Ghost Writer,Roman Polanski,2010
1055,Antonio Martínez,El Mercurio,Chile,The Son's Room,Nanni Moretti,2001
1056,Antonio Martínez,El Mercurio,Chile,A History of Violence,David Cronenberg,2005
1057,Antonio Martínez,El Mercurio,Chile,Talk to Her,Pedro Almodóvar,2002
1058,Antonio Martínez,El Mercurio,Chile,Before the Devil Knows You're Dead,Sidney Lumet,2007
1059,Antonio Martínez,El Mercurio,Chile,Match Point,Woody Allen,2005
1060,Todd McCarthy,The Hollywood Reporter,US,Carlos,Olivier Assayas,2010
1061,Todd McCarthy,The Hollywood Reporter,US,Zodiac,David Fincher,2007
1062,Todd McCarthy,The Hollywood Reporter,US,Leviathan,Andrey Zvyagintsev,2014
1063,Todd McCarthy,The Hollywood Reporter,US,Mulholland Drive,David Lynch,2001
1064,Todd McCarthy,The Hollywood Reporter,US,The Assassination of Jesse James by the Coward Robert Ford,Andrew Dominik,2007
1065,Todd McCarthy,The Hollywood Reporter,US,The Incredibles,Brad Bird,2004
1066,Todd McCarthy,The Hollywood Reporter,US,Children of Men,Alfonso Cuarón,2006
1067,Todd McCarthy,The Hollywood Reporter,US,Fantastic Mr Fox,Wes Anderson,2009
1068,Todd McCarthy,The Hollywood Reporter,US,Grizzly Man,Werner Herzog,2005
1069,Todd McCarthy,The Hollywood Reporter,US,Brokeback Mountain,Ang Lee,2005
1070,Joe McElhaney,Hunter College,US,You Ain’t Seen Nothin’ Yet,Alain Resnais,2012
1071,Joe McElhaney,Hunter College,US,No Home Movie,Chantal Akerman,2015
1072,Joe McElhaney,Hunter College,US,The Romance of Astrea and Celadon,Éric Rohmer,2009
1073,Joe McElhaney,Hunter College,US,The Strange Case of Angelica,Manoel de Oliveira,2010
1074,Joe McElhaney,Hunter College,US,Michelangelo Eye to Eye,Michelangelo Antonioni,2004
1075,Joe McElhaney,Hunter College,US,Warming by the Devil's Fire,Charles Burnett,2003
1076,Joe McElhaney,Hunter College,US,The New World,Terrence Malick,2005
1077,Joe McElhaney,Hunter College,US,Café Lumière,Hou Hsiao-hsien,2003
1078,Joe McElhaney,Hunter College,US,You Will Meet a Tall Dark Stranger,Woody Allen,2010
1079,Joe McElhaney,Hunter College,US,The Hateful Eight,Quentin Tarantino,2015
1080,Drew McWeeny,HitFix,US,Eternal Sunshine of the Spotless Mind,Michel Gondry,2004
1081,Drew McWeeny,HitFix,US,"Crouching Tiger, Hidden Dragon",Ang Lee,2000
1082,Drew McWeeny,HitFix,US,Holy Motors,Leos Carax,2012
1083,Drew McWeeny,HitFix,US,City of God,Fernando Meirelles and Kátia Lund,2002
1084,Drew McWeeny,HitFix,US,Enter the Void,Gaspar Noé,2009
1085,Drew McWeeny,HitFix,US,Hedwig and the Angry Inch,John Cameron Mitchell,2001
1086,Drew McWeeny,HitFix,US,Melancholia,Lars von Trier,2011
1087,Drew McWeeny,HitFix,US,Mad Max: Fury Road,George Miller,2015
1088,Drew McWeeny,HitFix,US,The Lord of the Rings: The Fellowship of the Ring,Peter Jackson,2001
1089,Drew McWeeny,HitFix,US,Grizzly Man,Werner Herzog,2005
1090,Kim Morgan,Sight & Sound/Criterion,US,Inherent Vice,Paul Thomas Anderson,2014
1091,Kim Morgan,Sight & Sound/Criterion,US,Mulholland Drive,David Lynch,2001
1092,Kim Morgan,Sight & Sound/Criterion,US,Melancholia,Lars von Trier,2011
1093,Kim Morgan,Sight & Sound/Criterion,US,There Will Be Blood,Paul Thomas Anderson,2007
1094,Kim Morgan,Sight & Sound/Criterion,US,Under the Skin,Jonathan Glazer,2013
1095,Kim Morgan,Sight & Sound/Criterion,US,Fat Girl,Catherine Breillat,2001
1096,Kim Morgan,Sight & Sound/Criterion,US,A Serious Man,Joel and Ethan Coen,2009
1097,Kim Morgan,Sight & Sound/Criterion,US,Battle Royale,Kinji Fukasaku,2000
1098,Kim Morgan,Sight & Sound/Criterion,US,The Turin Horse,Béla Tarr and Ágnes Hranitzky,2011
1099,Kim Morgan,Sight & Sound/Criterion,US,Bad Lieutenant: Port of Call New Orleans,Werner Herzog,2009
1100,Kate Muir,The Times,UK,Mulholland Drive,David Lynch,2001
1101,Kate Muir,The Times,UK,The Tree of Life,Terrence Malick,2011
1102,Kate Muir,The Times,UK,Night Will Fall,André Singer,2014
1103,Kate Muir,The Times,UK,12 Years a Slave,Steve McQueen,2013
1104,Kate Muir,The Times,UK,We Need to Talk About Kevin,Lynne Ramsay,2011
1105,Kate Muir,The Times,UK,Boyhood,Richard Linklater,2014
1106,Kate Muir,The Times,UK,Amour,Michael Haneke,2012
1107,Kate Muir,The Times,UK,The Lives of Others,Florian Henckel von Donnersmarck,2006
1108,Kate Muir,The Times,UK,Nostalgia for the Light,Patricio Guzmán,2010
1109,Kate Muir,The Times,UK,Red Road,Andrea Arnold,2006
1110,Chris Nashawaty,Entertainment Weekly,US,Before Midnight,Richard Linklater,2013
1111,Chris Nashawaty,Entertainment Weekly,US,Eternal Sunshine of the Spotless Mind,Michel Gondry,2004
1112,Chris Nashawaty,Entertainment Weekly,US,Munich,Steven Spielberg,2005
1113,Chris Nashawaty,Entertainment Weekly,US,The Social Network,David Fincher,2010
1114,Chris Nashawaty,Entertainment Weekly,US,The Grand Budapest Hotel,Wes Anderson,2014
1115,Chris Nashawaty,Entertainment Weekly,US,Sexy Beast,Jonathan Glazer,2000
1116,Chris Nashawaty,Entertainment Weekly,US,The Lobster,Yorgos Lanthimos,2015
1117,Chris Nashawaty,Entertainment Weekly,US,Inglourious Basterds,Quentin Tarantino,2009
1118,Chris Nashawaty,Entertainment Weekly,US,Best in Show,Christopher Guest,2000
1119,Chris Nashawaty,Entertainment Weekly,US,Gladiator,Ridley Scott,2000
1120,Farran Smith Nehme,The New York Post/Film Comment,US,Yi Yi: A One and a Two,Edward Yang,2000
1121,Farran Smith Nehme,The New York Post/Film Comment,US,A Separation,Asghar Farhadi,2011
1122,Farran Smith Nehme,The New York Post/Film Comment,US,25th Hour,Spike Lee,2002
1123,Farran Smith Nehme,The New York Post/Film Comment,US,"4 Months, 3 Weeks &amp; 2 Days",Cristian Mungiu,2007
1124,Farran Smith Nehme,The New York Post/Film Comment,US,WALL-E,Andrew Stanton,2008
1125,Farran Smith Nehme,The New York Post/Film Comment,US,Phoenix,Christian Petzold,2014
1126,Farran Smith Nehme,The New York Post/Film Comment,US,Selma,Ava DuVernay,2014
1127,Farran Smith Nehme,The New York Post/Film Comment,US,Timbuktu,Abderrahmane Sissako,2014
1128,Farran Smith Nehme,The New York Post/Film Comment,US,About Elly,Asghar Farhadi,2009
1129,Farran Smith Nehme,The New York Post/Film Comment,US,I’m Going Home,Manoel de Oliveira,2001
1130,Joe Neumaier,WOR-710AM New York,US,Inside Llewyn Davis,Joel and Ethan Coen,2013
1131,Joe Neumaier,WOR-710AM New York,US,There Will Be Blood,Paul Thomas Anderson,2007
1132,Joe Neumaier,WOR-710AM New York,US,Inside Out,Pete Docter,2015
1133,Joe Neumaier,WOR-710AM New York,US,Carol,Todd Haynes,2015
1134,Joe Neumaier,WOR-710AM New York,US,Brooklyn,John Crowley,2015
1135,Joe Neumaier,WOR-710AM New York,US,"Crouching Tiger, Hidden Dragon",Ang Lee,2000
1136,Joe Neumaier,WOR-710AM New York,US,Boyhood,Richard Linklater,2014
1137,Joe Neumaier,WOR-710AM New York,US,Fruitvale Station,Ryan Coogler,2013
1138,Joe Neumaier,WOR-710AM New York,US,Blue Valentine,Derek Cianfrance,2010
1139,Joe Neumaier,WOR-710AM New York,US,Her,Spike Jonze,2013
1140,Chris Newbould,The National,UAE,Good Bye Lenin!,Wolfgang Becker,2003
1141,Chris Newbould,The National,UAE,Lost in Translation,Sofia Coppola,2003
1142,Chris Newbould,The National,UAE,Spotlight,Tom McCarthy,2015
1143,Chris Newbould,The National,UAE,Pan's Labyrinth,Guillermo Del Toro,2006
1144,Chris Newbould,The National,UAE,Mad Max: Fury Road,George Miller,2015
1145,Chris Newbould,The National,UAE,The Baader Meinhof Complex,Uli Edel,2008
1146,Chris Newbould,The National,UAE,Boyhood,Richard Linklater,2014
1147,Chris Newbould,The National,UAE,No Man's Land,Danis Tanovic,2001
1148,Chris Newbould,The National,UAE,Che,Steven Soderbergh,2008
1149,Chris Newbould,The National,UAE,Ghost World,Terry Zwigoff,2001
1150,Amy Nicholson,MTV News,US,"Synecdoche, New York",Charlie Kaufman,2008
1151,Amy Nicholson,MTV News,US,Eternal Sunshine of the Spotless Mind,Michel Gondry,2004
1152,Amy Nicholson,MTV News,US,Django Unchained,Quentin Tarantino,2012
1153,Amy Nicholson,MTV News,US,The Grand Budapest Hotel,Wes Anderson,2014
1154,Amy Nicholson,MTV News,US,Alpha Dog,Nick Cassavetes,2006
1155,Amy Nicholson,MTV News,US,Her,Spike Jonze,2013
1156,Amy Nicholson,MTV News,US,Young Adult,Jason Reitman,2011
1157,Amy Nicholson,MTV News,US,The Dark Knight,Christopher Nolan,2008
1158,Amy Nicholson,MTV News,US,Tropic Thunder,Ben Stiller,2008
1159,Amy Nicholson,MTV News,US,Children of Men,Alfonso Cuarón,2006
1160,Ong Soh Chin,Freelance,Singapore,Memento,Christopher Nolan,2000
1161,Ong Soh Chin,Freelance,Singapore,Oldboy,Park Chan-wook,2003
1162,Ong Soh Chin,Freelance,Singapore,The Circle,Jafar Panahi,2000
1163,Ong Soh Chin,Freelance,Singapore,The Lives of Others,Florian Henckel von Donnersmarck,2006
1164,Ong Soh Chin,Freelance,Singapore,Dirty Pretty Things,Stephen Frears,2002
1165,Ong Soh Chin,Freelance,Singapore,We Need to Talk About Kevin,Lynne Ramsay,2011
1166,Ong Soh Chin,Freelance,Singapore,The Imposter,Bart Layton,2012
1167,Ong Soh Chin,Freelance,Singapore,A Girl Walks Home Alone at Night,Ana Lily Amirpour,2014
1168,Ong Soh Chin,Freelance,Singapore,Mother,Bong Joon-ho,2009
1169,Ong Soh Chin,Freelance,Singapore,Bone Tomahawk,S. Craig Zahler,2015
1170,Susanne Ostwald,Neue Zürcher Zeitung,Switzerland,Boyhood,Richard Linklater,2014
1171,Susanne Ostwald,Neue Zürcher Zeitung,Switzerland,Melancholia,Lars von Trier,2011
1172,Susanne Ostwald,Neue Zürcher Zeitung,Switzerland,The Great Beauty,Paolo Sorrentino,2013
1173,Susanne Ostwald,Neue Zürcher Zeitung,Switzerland,The White Ribbon,Michael Haneke,2009
1174,Susanne Ostwald,Neue Zürcher Zeitung,Switzerland,A Separation,Asghar Farhadi,2011
1175,Susanne Ostwald,Neue Zürcher Zeitung,Switzerland,Winter Sleep,Nuri Bilge Ceylan,2014
1176,Susanne Ostwald,Neue Zürcher Zeitung,Switzerland,Spirited Away,Hayao Miyazaki,2001
1177,Susanne Ostwald,Neue Zürcher Zeitung,Switzerland,The Artist,Michel Hazanavicius,2011
1178,Susanne Ostwald,Neue Zürcher Zeitung,Switzerland,Spring Breakers,Harmony Korine,2012
1179,Susanne Ostwald,Neue Zürcher Zeitung,Switzerland,The Queen,Stephen Frears,2006
1180,Matthew Patches,Thrillist,US,Caché,Michael Haneke,2005
1181,Matthew Patches,Thrillist,US,Spirited Away,Hayao Miyazaki,2001
1182,Matthew Patches,Thrillist,US,Eternal Sunshine of the Spotless Mind,Michel Gondry,2004
1183,Matthew Patches,Thrillist,US,The Tree of Life,Terrence Malick,2011
1184,Matthew Patches,Thrillist,US,The Grand Budapest Hotel,Wes Anderson,2014
1185,Matthew Patches,Thrillist,US,The Comedy,Rick Alverson,2012
1186,Matthew Patches,Thrillist,US,Zero Dark Thirty,Kathryn Bigelow,2012
1187,Matthew Patches,Thrillist,US,No Country For Old Men,Joel and Ethan Coen,2007
1188,Matthew Patches,Thrillist,US,Memories of Murder,Bong Joon-ho,2003
1189,Matthew Patches,Thrillist,US,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Larry Charles,2006
1190,Steve Persall,Tampa Bay Times,US,There Will Be Blood,Paul Thomas Anderson,2007
1191,Steve Persall,Tampa Bay Times,US,Pan's Labyrinth,Guillermo Del Toro,2006
1192,Steve Persall,Tampa Bay Times,US,Children of Men,Alfonso Cuarón,2006
1193,Steve Persall,Tampa Bay Times,US,Brokeback Mountain,Ang Lee,2005
1194,Steve Persall,Tampa Bay Times,US,The Dark Knight,Christopher Nolan,2008
1195,Steve Persall,Tampa Bay Times,US,Almost Famous,Cameron Crowe,2000
1196,Steve Persall,Tampa Bay Times,US,A Serious Man,Joel and Ethan Coen,2009
1197,Steve Persall,Tampa Bay Times,US,Kill Bill: Vol. 1,Quentin Tarantino,2003
1198,Steve Persall,Tampa Bay Times,US,Donnie Darko,Richard Kelly,2001
1199,Steve Persall,Tampa Bay Times,US,"O Brother, Where Art Thou?",Joel and Ethan Coen,2000
1200,Michael Phillips,Chicago Tribune,US,There Will Be Blood,Paul Thomas Anderson,2007
1201,Michael Phillips,Chicago Tribune,US,Ratatouille,Brad Bird and Jan Pinkava,2007
1202,Michael Phillips,Chicago Tribune,US,Climates,Nuri Bilge Ceylan,2006
1203,Michael Phillips,Chicago Tribune,US,Mulholland Drive,David Lynch,2001
1204,Michael Phillips,Chicago Tribune,US,Y Tu Mamá También,Alfonso Cuarón,2001
1205,Michael Phillips,Chicago Tribune,US,Her,Spike Jonze,2013
1206,Michael Phillips,Chicago Tribune,US,Boyhood,Richard Linklater,2014
1207,Michael Phillips,Chicago Tribune,US,Poetry,Lee Chang-dong,2010
1208,Michael Phillips,Chicago Tribune,US,The Grand Budapest Hotel,Wes Anderson,2014
1209,Michael Phillips,Chicago Tribune,US,Zodiac,David Fincher,2007
1210,Keith Phipps,Uproxx,US,Yi Yi: A One and a Two,Edward Yang,2000
1211,Keith Phipps,Uproxx,US,Y Tu Mamá También,Alfonso Cuarón,2001
1212,Keith Phipps,Uproxx,US,Mulholland Drive,David Lynch,2001
1213,Keith Phipps,Uproxx,US,Waking Life,Richard Linklater,2001
1214,Keith Phipps,Uproxx,US,In the Mood for Love,Wong Kar-wai,2000
1215,Keith Phipps,Uproxx,US,Moonrise Kingdom,Wes Anderson,2012
1216,Keith Phipps,Uproxx,US,25th Hour,Spike Lee,2002
1217,Keith Phipps,Uproxx,US,Certified Copy,Abbas Kiarostami,2010
1218,Keith Phipps,Uproxx,US,AI: Artificial Intelligence,Steven Spielberg,2001
1219,Keith Phipps,Uproxx,US,Only Lovers Left Alive,Jim Jarmusch,2013
1220,Hannah Pilarczyk,Der Spiegel,Germany,Melancholia,Lars von Trier,2011
1221,Hannah Pilarczyk,Der Spiegel,Germany,Spirited Away,Hayao Miyazaki,2001
1222,Hannah Pilarczyk,Der Spiegel,Germany,Beyond the Hills,Cristian Mungiu,2012
1223,Hannah Pilarczyk,Der Spiegel,Germany,Let the Right One In,Tomas Alfredson,2008
1224,Hannah Pilarczyk,Der Spiegel,Germany,Stories We Tell,Sarah Polley,2012
1225,Hannah Pilarczyk,Der Spiegel,Germany,Carol,Todd Haynes,2015
1226,Hannah Pilarczyk,Der Spiegel,Germany,The Death of Mr Lazarescu,Cristi Puiu,2005
1227,Hannah Pilarczyk,Der Spiegel,Germany,The Master,Paul Thomas Anderson,2012
1228,Hannah Pilarczyk,Der Spiegel,Germany,Caché,Michael Haneke,2005
1229,Hannah Pilarczyk,Der Spiegel,Germany,All Divided Selves,Luke Fowler,2011
1230,Agnès C Poirier,Marianne,France,The White Ribbon,Michael Haneke,2009
1231,Agnès C Poirier,Marianne,France,Winter Sleep,Nuri Bilge Ceylan,2014
1232,Agnès C Poirier,Marianne,France,Timbuktu,Abderrahmane Sissako,2014
1233,Agnès C Poirier,Marianne,France,Mia Madre,Nanni Moretti,2015
1234,Agnès C Poirier,Marianne,France,The Return,Andrey Zvyagintsev,2003
1235,Agnès C Poirier,Marianne,France,Oasis,Lee Chang-dong,2002
1236,Agnès C Poirier,Marianne,France,Bad Education,Pedro Almodóvar,2004
1237,Agnès C Poirier,Marianne,France,The Artist,Michel Hazanavicius,2011
1238,Agnès C Poirier,Marianne,France,Oldboy,Park Chan-wook,2003
1239,Agnès C Poirier,Marianne,France,The House of Mirth,Terence Davies,2000
1240,Claudia Puig,Freelance film critic,US,Boyhood,Richard Linklater,2014
1241,Claudia Puig,Freelance film critic,US,"Crouching Tiger, Hidden Dragon",Ang Lee,2000
1242,Claudia Puig,Freelance film critic,US,Locke,Steven Knight,2013
1243,Claudia Puig,Freelance film critic,US,The Hurt Locker,Kathryn Bigelow,2008
1244,Claudia Puig,Freelance film critic,US,Pan's Labyrinth,Guillermo Del Toro,2006
1245,Claudia Puig,Freelance film critic,US,The Lives of Others,Florian Henckel von Donnersmarck,2006
1246,Claudia Puig,Freelance film critic,US,Sin Nombre,Cary Joji Fukunaga,2009
1247,Claudia Puig,Freelance film critic,US,Nebraska,Alexander Payne,2013
1248,Claudia Puig,Freelance film critic,US,Fruitvale Station,Ryan Coogler,2013
1249,Claudia Puig,Freelance film critic,US,Man on Wire,James Marsh,2008
1250,Zakir Hossein Raju,Independent University,Bangladesh,A Separation,Asghar Farhadi,2011
1251,Zakir Hossein Raju,Independent University,Bangladesh,Babel,Alejandro González Iñárritu,2006
1252,Zakir Hossein Raju,Independent University,Bangladesh,"Spring, Summer, Fall, Winter…and Spring",Kim Ki-duk,2003
1253,Zakir Hossein Raju,Independent University,Bangladesh,In the Mood for Love,Wong Kar-wai,2000
1254,Zakir Hossein Raju,Independent University,Bangladesh,Spirited Away,Hayao Miyazaki,2001
1255,Zakir Hossein Raju,Independent University,Bangladesh,Brokeback Mountain,Ang Lee,2005
1256,Zakir Hossein Raju,Independent University,Bangladesh,Oldboy,Park Chan-wook,2003
1257,Zakir Hossein Raju,Independent University,Bangladesh,Ten,Abbas Kiarostami,2002
1258,Zakir Hossein Raju,Independent University,Bangladesh,Russian Ark,Aleksandr Sokurov,2002
1259,Zakir Hossein Raju,Independent University,Bangladesh,Once Upon a Time in Anatolia,Nuri Bilge Ceylan,2011
1260,Alberto Ramos Ruiz,La Habana International Festival of New Latin American Cinema,Cuba,Goodbye to Language,Jean-Luc Godard,2014
1261,Alberto Ramos Ruiz,La Habana International Festival of New Latin American Cinema,Cuba,Colossal Youth,Pedro Costa,2006
1262,Alberto Ramos Ruiz,La Habana International Festival of New Latin American Cinema,Cuba,Werckmeister Harmonies,Béla Tarr and Ágnes Hranitzky,2000
1263,Alberto Ramos Ruiz,La Habana International Festival of New Latin American Cinema,Cuba,Holy Motors,Leos Carax,2012
1264,Alberto Ramos Ruiz,La Habana International Festival of New Latin American Cinema,Cuba,Uncle Boonmee Who Can Recall His Past Lives,Apichatpong Weerasethakul,2010
1265,Alberto Ramos Ruiz,La Habana International Festival of New Latin American Cinema,Cuba,Leviathan,Andrey Zvyagintsev,2014
1266,Alberto Ramos Ruiz,La Habana International Festival of New Latin American Cinema,Cuba,Tabu,Miguel Gomes,2012
1267,Alberto Ramos Ruiz,La Habana International Festival of New Latin American Cinema,Cuba,The Sky Trembles and the Earth Is Afraid and the Two Eyes Are Not Brothers,Ben Rivers,2015
1268,Alberto Ramos Ruiz,La Habana International Festival of New Latin American Cinema,Cuba,From What Is Before,Lav Diaz,2014
1269,Alberto Ramos Ruiz,La Habana International Festival of New Latin American Cinema,Cuba,Lost and Beautiful,Pietro Marcello,2015
1270,Jordan Raup,The Film Stage,US,The Tree of Life,Terrence Malick,2011
1271,Jordan Raup,The Film Stage,US,In the Mood for Love,Wong Kar-wai,2000
1272,Jordan Raup,The Film Stage,US,The Assassination of Jesse James by the Coward Robert Ford,Andrew Dominik,2007
1273,Jordan Raup,The Film Stage,US,Inside Llewyn Davis,Joel and Ethan Coen,2013
1274,Jordan Raup,The Film Stage,US,Zodiac,David Fincher,2007
